demo,map,linetype,player,team,time (s),hp,death,action,target,target_team,targeted,value,uid,stat1,stat2,stat3,stat4,stat5,stat6,stat7,stat8,stat9,stat10,stat11,stat12,stat13,stat14,stat15,stat16,stat17,stat18,stat19,stat20
kb7204,skyway,log,John BIaze,RED,55.314,,,blaze,Deadly Deadly Deadly,BLU,0,36440,204
kb7204,skyway,log,Wrecktum,RED,55.448,1250.0,,dominate,Deadly Deadly Deadly,BLU,0,36527,205
kb7204,skyway,log,Kencian X,RED,55.573,,,clear mind,Wrecktum,RED,0,36621,206
kb7204,skyway,log,SoIstice,RED,55.589,,,dominate,Deadly Deadly Deadly,BLU,0,36645,207
kb7204,skyway,log,Deadly Deadly Deadly,BLU,55.973,0.0,1,,,RED,0,36862,208
kb7204,skyway,log,Deadly Deadly Deadly,BLU,56.04,,,green,,,0,36911,209
kb7204,skyway,log,Ravenfrost,BLU,56.04,,,soothe,Deadly Deadly Deadly,BLU,0,36918,210
kb7204,skyway,log,Deadly Deadly Deadly,BLU,56.173,,,green,,,0,36990,211
kb7204,skyway,log,Kencian X,RED,56.28,,,absorb pain,Wrecktum,RED,0,37089,212
kb7204,skyway,log,Cruel Existence,RED,56.173,1834.0,,strangler,Deadly Deadly Deadly,BLU,0,36980,211
kb7204,skyway,log,Novatix,RED,56.554,,,absorb pain,Wrecktum,RED,0,37245,213
kb7204,skyway,log,Wrecktum,RED,56.688,1156.0,,blazing bolt,,RED,0,37331,214
kb7204,skyway,log,Los Bandidos,BLU,56.672,,,strangler,Wrecktum,RED,0,37304,214
kb7204,skyway,log,SoIstice,RED,56.994,,,blazing bolt,!pos,,0,37554,215
kb7204,skyway,log,Relinquished,BLU,57.101,,,blazing bolt,Pot,RED,0,37642,216
kb7204,skyway,log,Vanishing Point,BLU,57.242,,,frenzy,,,0,37737,217
kb7204,skyway,log,Cruel Existence,RED,57.242,,,jaunt,!pos,,0,37743,218
kb7204,skyway,log,Pot,RED,58.919,,,jaunt,!pos,,0,38663,219
kb7204,skyway,log,Kencian X,RED,59.161,1606.0,,mystic/flight,,,0,38768,220
kb7204,skyway,log,Wrecktum,RED,59.609,1606.0,,corrosive enzyme,Python Blue,BLU,0,39032,221
kb7204,skyway,log,Cruel Existence,RED,59.742,,,raptor pack,,,0,39120,222
kb7204,skyway,greens_log,Relinquished,BLU,60,,,,,,,,223,20
kb7204,skyway,hp_log,Relinquished,BLU,60,,,,,,,,223,0
kb7204,skyway,greens_log,Los Bandidos,BLU,60,,,,,,,,223,20
kb7204,skyway,hp_log,Los Bandidos,BLU,60,,,,,,,,223,8.0
kb7204,skyway,greens_log,Razor Ice,BLU,60,,,,,,,,223,17
kb7204,skyway,hp_log,Razor Ice,BLU,60,,,,,,,,223,2765.0
kb7204,skyway,greens_log,JC Pose,BLU,60,,,,,,,,223,19
kb7204,skyway,hp_log,JC Pose,BLU,60,,,,,,,,223,2752.0
kb7204,skyway,greens_log,Vanishing Point,BLU,60,,,,,,,,223,20
kb7204,skyway,hp_log,Vanishing Point,BLU,60,,,,,,,,223,0
kb7204,skyway,greens_log,Deadly Deadly Deadly,BLU,60,,,,,,,,223,14
kb7204,skyway,hp_log,Deadly Deadly Deadly,BLU,60,,,,,,,,223,5518.0
kb7204,skyway,greens_log,Python Blue,BLU,60,,,,,,,,223,20
kb7204,skyway,hp_log,Python Blue,BLU,60,,,,,,,,223,93.0
kb7204,skyway,greens_log,Ravenfrost,BLU,60,,,,,,,,223,20
kb7204,skyway,hp_log,Ravenfrost,BLU,60,,,,,,,,223,144.0
kb7204,skyway,greens_log,Pot,RED,60,,,,,,,,223,20
kb7204,skyway,hp_log,Pot,RED,60,,,,,,,,223,38.0
kb7204,skyway,greens_log,Cruel Existence,RED,60,,,,,,,,223,18
kb7204,skyway,hp_log,Cruel Existence,RED,60,,,,,,,,223,730.0
kb7204,skyway,greens_log,Kencian X,RED,60,,,,,,,,223,20
kb7204,skyway,hp_log,Kencian X,RED,60,,,,,,,,223,91.0
kb7204,skyway,greens_log,Novatix,RED,60,,,,,,,,223,20
kb7204,skyway,hp_log,Novatix,RED,60,,,,,,,,223,80.0
kb7204,skyway,greens_log,SoIstice,RED,60,,,,,,,,223,20
kb7204,skyway,hp_log,SoIstice,RED,60,,,,,,,,223,5.0
kb7204,skyway,greens_log,John BIaze,RED,60,,,,,,,,223,20
kb7204,skyway,hp_log,John BIaze,RED,60,,,,,,,,223,81.0
kb7204,skyway,greens_log,BigMacSuperDeal,RED,60,,,,,,,,223,20
kb7204,skyway,hp_log,BigMacSuperDeal,RED,60,,,,,,,,223,0
kb7204,skyway,greens_log,Wrecktum,RED,60,,,,,,,,223,12
kb7204,skyway,hp_log,Wrecktum,RED,60,,,,,,,,223,2974.0
kb7204,skyway,score_log,,BLU,60,,0,,,,,,223,
kb7204,skyway,score_log,,RED,60,,4,,,,,,223,
